Player,Team,Position,oRAR,oWAR,DRS,dWAR,pRAR,pWAR,WAR
Parker Warner,Stanford,P,0,0,0.35,0.03,2,0.15,0.17
Gabe Howard,Oregon,P,0,0,0,0,2.3,0.17,0.17
Zach Weber,Ohio State,P,0,0,0,0,2.2,0.16,0.16
Andrew Heffernan,Bowling Green,P,0,0,0.7,0.05,1.5,0.11,0.16
Evan Fry,Northern Kentucky,P,0,0,0.01,0,2.2,0.16,0.16
Paul Coppinger,McNeese,P,0,0,0.9,0.07,1.3,0.1,0.16
Peyton Rodgers,UC Irvine,P,0,0,-0.07,-0.01,2.3,0.17,0.16
Nick Bilotto,Delaware,P,0,0,0.26,0.02,1.9,0.14,0.16
Adam Tubbs,UL Monroe,P,0,0,0.5,0.04,1.7,0.13,0.16
William Kirk,Mississippi State,P,0,0,0,0,2.2,0.16,0.16
Trevor Stowe,Washington State,P,0,0,-0.09,-0.01,2.2,0.16,0.16
Tate Jones,NJIT,P,0,0,0.12,0.01,2,0.15,0.16
Aidan Hatcher,Butler,P,0,0,0,0,2.2,0.16,0.16
Andrew Hardin,Tarleton State,P,0,0,-0.8,-0.06,3,0.22,0.16
Josh McCusker,Liberty,P,0,0,-0.24,-0.02,2.4,0.18,0.16
Brian Smith,Canisius,P,0,0,-0.09,-0.01,2.2,0.16,0.16
James Nichols,Merrimack,P,0,0,-0.04,0,2.2,0.16,0.16
Jackson Bottar,The Citadel,P,0,0,0.05,0,2.1,0.15,0.16
Sachin Gopal,Navy,P,0,0,0,0,2.2,0.16,0.16
Matt Hudson,UC Riverside,P,0,0,0.68,0.05,1.5,0.11,0.16
Jace Ziola,Nebraska,P,0,0,0,0,2.2,0.16,0.16
Thomas Stewart,Virginia,P,0,0,0,0,2.2,0.16,0.16
Sam Bell,UMBC,P,0,0,0,0,2.2,0.16,0.16
Burkley Bounds,Kentucky,P,0,0,0.33,0.02,1.8,0.13,0.16
Tyler Velino,New Orleans,P,0,0,0.29,0.02,1.9,0.14,0.16
Griffin Graves,Auburn,P,0,0,0,0,2.2,0.16,0.16
Tommy Szczepanski,Michigan State,P,0,0,0.06,0,2.1,0.15,0.16
Drew Smith,Connecticut,P,0,0,0,0,2.2,0.16,0.16
Jake Schweitzer,Louisville,P,0,0,0.21,0.02,2,0.15,0.16
Drew Kirby,Tennessee Tech,P,0,0,0.14,0.01,2,0.15,0.16
Brady Louck,Arizona State,P,0,0,0.01,0,2.1,0.15,0.16
Joe Bordelon,Nicholls,P,0,0,-0.48,-0.04,2.6,0.19,0.16
Owen Payne,Bellarmine,P,0,0,0,0,2.2,0.16,0.16
Josh Loren,Northern Illinois,P,0,0,0.73,0.05,1.4,0.1,0.16
Aiden O'Connell,Duke,P,0,0,0.99,0.07,1.2,0.09,0.16
Champ Davis,Wofford,P,0,0,0.16,0.01,2,0.15,0.16
Aidan English,Youngstown State,P,0,0,-0.08,-0.01,2.3,0.17,0.16
Alexander Kasbarian,Central Connecticut,P,0,0,-0.38,-0.03,2.6,0.19,0.16
Leo Uelmen,Oregon,P,0,0,0.22,0.02,2,0.15,0.16
Matthew Donnison,Illinois State,P,0,0,0,0,2.2,0.16,0.16
Raymond McNaught,Winthrop,P,0,0,0.12,0.01,2,0.15,0.16
Riley Roarty,VCU,P,0,0,0,0,2.2,0.16,0.16
Grant Edwards,Georgia,P,0,0,0.48,0.04,1.7,0.13,0.16
Gavin Jones,Kent State,P,0,0,1.07,0.08,1.1,0.08,0.16
Jackson Halverson,Sacramento State,P,0,0,0.07,0.01,1.9,0.14,0.15
D.C. Brown,Rice,P,0,0,0,0,2.1,0.15,0.15
Jake Cullen,Rhode Island,P,0,0,-0.77,-0.06,2.8,0.21,0.15
Clark Driscoll,VMI,P,0,0,0.4,0.03,1.6,0.12,0.15
Robbie Penswick,Army,P,0,0,0.94,0.07,1.1,0.08,0.15
Brock Snow,BYU,P,0,0,0,0,2,0.15,0.15
Hayden Henry,Charleston Southern,P,0,0,0.43,0.03,1.6,0.12,0.15
Ethan McNish-Heider,Niagara,P,0,0,0,0,2,0.15,0.15
Jackson Kircher,Arkansas,P,0,0,0.06,0,2,0.15,0.15
Chase Hartsell,Boston College,P,0,0,0,0,2.1,0.15,0.15
Max Donecea,Army,P,0,0,0.13,0.01,1.9,0.14,0.15
Konner Quinn,Southern Indiana,P,0,0,0,0,2,0.15,0.15
Gavin King,Middle Tennessee,P,0,0,0,0,2.1,0.15,0.15
Marcus Downing,Air Force,P,0,0,0.38,0.03,1.7,0.13,0.15
Nick Sawyer,Ohio State,P,0,0,-0.22,-0.02,2.3,0.17,0.15
Winston Peterson,Pepperdine,P,0,0,0.04,0,2,0.15,0.15
Nicholas Jackson Jr.,Grambling,C,-0.03,0,2.1,0.15,0,0,0.15
Danny Castillo,Iona,P,0,0,-0.34,-0.03,2.4,0.18,0.15
Porter Berryman,Brown,P,0,0,0,0,2.1,0.15,0.15
Dominic Monaco,Western Kentucky,P,0,0,0.25,0.02,1.8,0.13,0.15
Matt Speicher,Saint Joseph's,P,0,0,0.19,0.01,1.8,0.13,0.15
Carter Stanford,Appalachian State,P,0,0,0,0,2,0.15,0.15
Kam Croghan,Pepperdine,P,0,0,0.25,0.02,1.8,0.13,0.15
Louis Cespedes,Merrimack,P,0,0,0.18,0.01,1.9,0.14,0.15
Trey Sanders,Samford,P,0,0,0,0,2,0.15,0.15
Danny Lachenmayer,LSU,P,0,0,0.42,0.03,1.6,0.12,0.15
Brendan Lysik,Gardner-Webb,P,0,0,0,0,2.1,0.15,0.15
Jacob Golson,Western Illinois,P,0,0,0,0,2.1,0.15,0.15
Collin McKinney,Arizona,P,0,0,0.38,0.03,1.6,0.12,0.15
Davis Rivers,Wofford,P,0,0,0.13,0.01,1.9,0.14,0.15
Aidan Norris,Eastern Michigan,P,0,0,0.36,0.03,1.7,0.13,0.15
Zacary Tenn,Hawaii,P,0,0,0,0,2,0.15,0.15
Nik Copenhaver,Ohio State,P,0,0,0,0,2.1,0.15,0.15
Ben Thomason,UMass,P,0,0,0.11,0.01,1.9,0.14,0.15
Tate Hess,Dallas Baptist,P,0,0,-0.2,-0.01,2.2,0.16,0.15
Reese Crochet,George Washington,P,0,0,0,0,2.1,0.15,0.15
Talin Gardini,Saint Mary's (CA),P,0,0,-0.51,-0.04,2.5,0.18,0.15
CJ Brown,CSU Bakersfield,P,0,0,0.32,0.02,1.7,0.13,0.15
Brooks McDonnough,Belmont,P,0,0,-0.1,-0.01,2.2,0.16,0.15
Tate Robertson,Alabama,P,0,0,-0.28,-0.02,2.3,0.17,0.15
Kyle Powers,Jacksonville,P,0,0,1.85,0.14,0.2,0.01,0.15
Blake Kimball,Southern Illinois,P,0,0,1.17,0.09,0.9,0.07,0.15
Malcolm Brown,Little Rock,P,0,0,-0.15,-0.01,2.2,0.16,0.15
Nolan McKinstry,Kennesaw State,P,0,0,0,0,2,0.15,0.15
Cole Mascott,Holy Cross,P,0,0,0,0,2.1,0.15,0.15
Bryce McCain,Austin Peay,P,0,0,1.1,0.08,1,0.07,0.15
Tyler Deleskiewicz,Northern Illinois,P,0,0,0,0,2,0.15,0.15
Caleb Ehling,Wright State,P,0,0,0,0,2,0.15,0.15
Henry Hultquist,Davidson,P,0,0,0,0,2,0.15,0.15
Maddon McArthur,Hofstra,P,0,0,0.26,0.02,1.8,0.13,0.15
Owen Cavey,Belmont,P,0,0,-0.01,0,2,0.15,0.15
Brandon Luu,UC Irvine,P,0,0,0,0,2,0.15,0.15
George Creighton,Fairleigh Dickinson,P,0,0,0.18,0.01,1.8,0.13,0.15
Arnold Wu,Pepperdine,P,0,0,1.41,0.1,0.6,0.04,0.15
Grady Keljo,Portland,P,0,0,0,0,2,0.15,0.15
Finn Chapman,Saint Mary's (CA),P,0,0,0.5,0.04,1.5,0.11,0.15
J.C. Franconere,Quinnipiac,P,0,0,0.24,0.02,1.8,0.13,0.15
Aaron Rice,Utah Valley,P,0,0,0.02,0,2,0.15,0.15
Cooper Moore,Oral Roberts,P,0,0,0.56,0.04,1.5,0.11,0.15
Greg Marmo,George Washington,RF,-0.04,0,2.03,0.15,0,0,0.15
Pryce Bender,Nebraska,P,0,0,0,0,2.1,0.15,0.15
Caden Carlin,Monmouth,P,0,0,0,0,1.9,0.14,0.14
Alex Barger,St. Bonaventure,P,0,0,0.07,0.01,1.8,0.13,0.14
Tysen Benford,Georgia State,P,0,0,0.03,0,1.9,0.14,0.14
Matt Wnukowski,Southeast Missouri,P,0,0,-2.54,-0.19,4.4,0.32,0.14
Preston Barr,Michigan,P,0,0,0.14,0.01,1.7,0.13,0.14
Finbar O'Brien,Gonzaga,P,0,0,1.01,0.07,0.9,0.07,0.14
Conner Barozzino,Appalachian State,P,0,0,0.06,0,1.9,0.14,0.14
Carter Cox,Northern Illinois,P,0,0,-0.26,-0.02,2.2,0.16,0.14
Chase Cartron,Troy,P,0,0,0.05,0,1.9,0.14,0.14
Ismael Borrero,Mercer,P,0,0,0.22,0.02,1.7,0.13,0.14
Jarek Podest,Stony Brook,P,0,0,0,0,1.9,0.14,0.14
Tyler Henshaw,Charleston Southern,P,0,0,0,0,1.9,0.14,0.14
Ryan Lamar,Arkansas-Pine Bluff,P,0,0,0.96,0.07,1,0.07,0.14
Jackson DiLorenzo,East Carolina,P,0,0,0.56,0.04,1.3,0.1,0.14
Gavin Beuter,Purdue,P,0,0,-0.7,-0.05,2.6,0.19,0.14
Maddox Jack,Old Dominion,P,0,0,0.26,0.02,1.7,0.13,0.14
Holden Wade,Georgia Southern,P,0,0,0.35,0.03,1.5,0.11,0.14
Jake Arnold,Mount St. Mary's,P,0,0,0,0,1.9,0.14,0.14
Dalton Alford,Texas Southern,P,0,0,0,0,1.9,0.14,0.14
Kenny Meliere,Stonehill,P,0,0,0,0,1.9,0.14,0.14
Sam Mitchell,Southern Miss,P,0,0,0.07,0.01,1.8,0.13,0.14
Parker MacCauley,Evansville,P,0,0,-0.34,-0.03,2.2,0.16,0.14
Chase Meyer,West Virginia,P,0,0,0,0,1.9,0.14,0.14
Evan Boeckmann,Wright State,P,0,0,0.02,0,1.9,0.14,0.14
Gabriel Rodriguez,Lamar,P,0,0,0,0,1.9,0.14,0.14
Jaxson Gore,Washington,P,0,0,0.06,0,1.9,0.14,0.14
Bray Goode,South Alabama,P,0,0,-0.06,0,1.9,0.14,0.14
Conor Smith,Villanova,P,0,0,0,0,1.9,0.14,0.14
Hunter Bell,Alcorn State,P,0,0,0,0,1.9,0.14,0.14
Caden Duke,San Jose State,P,0,0,-0.32,-0.02,2.2,0.16,0.14
Bobby Crane,Michigan State,P,0,0,1.97,0.15,-0.1,-0.01,0.14
CJ Bott,UCLA,P,0,0,0.36,0.03,1.6,0.12,0.14
Andrew Kribbs,Charlotte,P,0,0,-0.04,0,1.9,0.14,0.14
Luke Kalfsbeek,Cal Poly,P,0,0,0.25,0.02,1.6,0.12,0.14
Ryan Seo,Cal State Fullerton,P,0,0,0.06,0,1.9,0.14,0.14
Nate Vidlak,Stephen F. Austin,P,0,0,0.43,0.03,1.5,0.11,0.14
Alex Bingler,James Madison,P,0,0,0,0,1.9,0.14,0.14
Connor Shaw,San Diego State,P,0,0,0.13,0.01,1.8,0.13,0.14
Dane Grant,UC Irvine,P,0,0,-0.08,-0.01,2,0.15,0.14
Zack Busick,Little Rock,P,0,0,0.18,0.01,1.7,0.13,0.14
Joe Allen,Clemson,P,0,0,0.19,0.01,1.7,0.13,0.14
Tyler Hemmesch,Minnesota,P,0,0,0.1,0.01,1.8,0.13,0.14
Will Taylor,Marist,P,0,0,-0.26,-0.02,2.1,0.15,0.14
Charles Rogers,Cal State Northridge,P,0,0,-0.08,-0.01,2,0.15,0.14
Alex Navarrete,CSU Bakersfield,P,0,0,0.63,0.05,1.3,0.1,0.14
Luke Weber,Illinois,P,0,0,0.16,0.01,1.7,0.13,0.14
Sebastian Neave,Queens (NC),P,0,0,0.16,0.01,1.7,0.13,0.14
Sam Stockman,St. Thomas (MN),P,0,0,0.24,0.02,1.7,0.13,0.14
Zack Serup,Western Kentucky,P,0,0,0.03,0,1.9,0.14,0.14
Chase Kriebel,Pittsburgh,P,0,0,0.12,0.01,1.8,0.13,0.14
Caden Leonard,Kent State,P,0,0,0.22,0.02,1.7,0.13,0.14
Connor McCaleb,North Dakota State,P,0,0,0,0,1.9,0.14,0.14
Dallis Moran,Stetson,P,0,0,0.31,0.02,1.6,0.12,0.14
Matthew Totten,North Dakota State,P,0,0,0,0,1.8,0.13,0.13
Zev Salsberg,Bryant,P,0,0,0,0,1.7,0.13,0.13
Truitt Manuel,NC State,P,0,0,0.31,0.02,1.4,0.1,0.13
Ty Panariello,Stony Brook,P,0,0,1.52,0.11,0.3,0.02,0.13
David Galindo,Utah,P,0,0,0,0,1.7,0.13,0.13
Nikolas Miller,Nevada,P,0,0,0.07,0.01,1.7,0.13,0.13
Cal Cooper,Omaha,P,0,0,0,0,1.8,0.13,0.13
Parker Codington,Princeton,P,0,0,0,0,1.8,0.13,0.13
Nate Criswell,Troy,P,0,0,0.18,0.01,1.6,0.12,0.13
Zach Bowman,Gonzaga,P,0,0,1.81,0.13,0,0,0.13
Simon Linde,Butler,P,0,0,0.39,0.03,1.4,0.1,0.13
Michael Murphy,Xavier,P,0,0,0.12,0.01,1.7,0.13,0.13
Chance Mako,Gardner-Webb,P,0,0,0,0,1.8,0.13,0.13
Drew Druckenmiller,Samford,P,0,0,0,0,1.7,0.13,0.13
Elliot Eaton,Princeton,P,0,0,0.57,0.04,1.2,0.09,0.13
Rex Henderson,New Orleans,P,0,0,0.15,0.01,1.6,0.12,0.13
Garrett Miller,Utah Valley,P,0,0,0.73,0.05,1.1,0.08,0.13
Sebastian Santos-Olson,Miami,P,0,0,0.1,0.01,1.6,0.12,0.13
Thomas Stabley,Maine,P,0,0,0.07,0.01,1.7,0.13,0.13
Will Palmer,Radford,P,0,0,0.07,0.01,1.7,0.13,0.13
Jake Jones,Central Arkansas,P,0,0,0.12,0.01,1.7,0.13,0.13
Daniel McIntosh,Southern,P,0,0,0,0,1.8,0.13,0.13
Alex Sobol,UNC Wilmington,P,0,0,-0.43,-0.03,2.2,0.16,0.13
Parker Thomas,George Mason,P,0,0,-0.02,0,1.8,0.13,0.13
Mark Brissey,Arkansas,P,0,0,-0.46,-0.03,2.2,0.16,0.13
Aiden Poe,Air Force,P,0,0,-0.72,-0.05,2.5,0.18,0.13
Nick Hios,Monmouth,P,0,0,0,0,1.7,0.13,0.13
Timmy Virtudes,Navy,P,0,0,-0.09,-0.01,1.8,0.13,0.13
Nick Coniglio,Northeastern,P,0,0,0,0,1.7,0.13,0.13
Jackson Peavy,Georgia,P,0,0,0,0,1.7,0.13,0.13
John Henry Kohorst,Iowa,P,0,0,0,0,1.7,0.13,0.13
Matt Porter,Liberty,P,0,0,0.09,0.01,1.7,0.13,0.13
Robbie Boykin,Presbyterian,P,0,0,0.18,0.01,1.6,0.12,0.13
Declan Wywoda,George Washington,P,0,0,0.5,0.04,1.3,0.1,0.13
Jordan Chancellor,Utah Valley,P,0,0,0,0,1.8,0.13,0.13
Bryant Yoak,West Virginia,P,0,0,0,0,1.8,0.13,0.13
Jayden Dillard,Tennessee Tech,P,0,0,0.22,0.02,1.6,0.12,0.13
Jack Feehery,Duke,P,0,0,0.12,0.01,1.6,0.12,0.13
Chris Montone,Rider,P,0,0,0.22,0.02,1.6,0.12,0.13
Riley Goodman,South Carolina,P,0,0,0.26,0.02,1.5,0.11,0.13
Michael Devenney,Tulane,P,0,0,0,0,1.8,0.13,0.13
Matt Sgambati,Stony Brook,P,0,0,0,0,1.8,0.13,0.13
Mekai Griffin,North Carolina A&T,P,0,0,0,0,1.7,0.13,0.13
Jake Nolan,Monmouth,P,0,0,0,0,1.8,0.13,0.13
Rob Dorn,Lafayette,P,0,0,0.01,0,1.8,0.13,0.13
Bryce Mitchell,Bucknell,P,0,0,0.39,0.03,1.4,0.1,0.13
Braeden Perry,Rhode Island,P,0,0,-0.37,-0.03,2.2,0.16,0.13
Lane Alack,New Orleans,P,0,0,0.01,0,1.8,0.13,0.13
Cade Colombara,California,P,0,0,0.12,0.01,1.5,0.11,0.12
Kane Elmy,Murray State,P,0,0,0.16,0.01,1.5,0.11,0.12
DJ Helwig,Notre Dame,P,0,0,0.09,0.01,1.6,0.12,0.12
Jacob Turner,Bowling Green,P,0,0,-0.1,-0.01,1.7,0.13,0.12
Andrew Rudd,California Baptist,P,0,0,-0.59,-0.04,2.2,0.16,0.12
Slade Moore,Michigan,P,0,0,0.76,0.06,0.9,0.07,0.12
Hazen Wright,New Mexico State,P,0,0,0,0,1.6,0.12,0.12
Steven Bronson,Manhattan,P,0,0,0,0,1.6,0.12,0.12
Jake Middleton,South Alabama,P,0,0,-0.11,-0.01,1.7,0.13,0.12
Jacob Sjuts,South Dakota State,P,0,0,0.09,0.01,1.6,0.12,0.12
Ian Anderson,Southern Indiana,P,0,0,0,0,1.6,0.12,0.12
Jared Eisiminger,Miami (OH),P,0,0,-0.68,-0.05,2.3,0.17,0.12
Daniel Duley,Oakland,P,0,0,0.07,0.01,1.5,0.11,0.12
Drew Everingham,Western Michigan,P,0,0,0.16,0.01,1.5,0.11,0.12
Cole Poirrier,Nicholls,P,0,0,-0.28,-0.02,1.9,0.14,0.12
Will Whelan,Minnesota,P,0,0,0.22,0.02,1.4,0.1,0.12
Kendall Dove,UTSA,P,0,0,-0.08,-0.01,1.7,0.13,0.12
Ethan Gardner,Utah Tech,P,0,0,0.17,0.01,1.4,0.1,0.12
Cooper Corkrean,New Mexico,P,0,0,0.4,0.03,1.2,0.09,0.12
Gavin Sansone,Long Island,P,0,0,0,0,1.6,0.12,0.12
Jordan Martin,Arkansas,P,0,0,0.29,0.02,1.3,0.1,0.12
Tate Carey,Michigan,P,0,0,0.24,0.02,1.4,0.1,0.12
Adan Perez,Pacific,P,0,0,0.78,0.06,0.9,0.07,0.12
Alex Overbay,Arizona State,P,0,0,0.71,0.05,0.9,0.07,0.12
Nick Kolze,Purdue,P,0,0,0.21,0.02,1.4,0.1,0.12
Maddax Peck,Utah Valley,P,0,0,0.19,0.01,1.5,0.11,0.12
Wyatt Dion,UCF,P,0,0,0,0,1.6,0.12,0.12
Tore Indomenico,Illinois,P,0,0,0,0,1.6,0.12,0.12
Zachary Malvasio,UCF,P,0,0,0,0,1.6,0.12,0.12
Matt Romero,New Mexico,P,0,0,0,0,1.6,0.12,0.12
Christian Rodriguez,Florida,P,0,0,0,0,1.6,0.12,0.12
Logan Wirt,Bethune-Cookman,P,0,0,0.11,0.01,1.5,0.11,0.12
Cody Carson,Cal State Northridge,P,0,0,0,0,1.6,0.12,0.12
Shane Curtin,Creighton,P,0,0,-0.29,-0.02,1.9,0.14,0.12
A.J. McAninch,Marshall,P,0,0,0.07,0.01,1.5,0.11,0.12
Colton Lafave,San Diego State,P,0,0,0,0,1.6,0.12,0.12
Chris Sand,Rutgers,P,0,0,1.61,0.12,0,0,0.12
Ryan Martinez,Utah Tech,P,0,0,0.35,0.03,1.3,0.1,0.12
Sage Stout,Southern Indiana,P,0,0,0.47,0.03,1.2,0.09,0.12
Kyle Chase,St. John's,P,0,0,0.28,0.02,1.3,0.1,0.12
Braxton Brooks,West Georgia,P,0,0,0,0,1.6,0.12,0.12
Trever Baumler,TCU,P,0,0,0.14,0.01,1.5,0.11,0.12
Kevin Samonsky,College of Charleston,P,0,0,0.26,0.02,1.3,0.1,0.11
Mason Christopher,Seton Hall,P,0,0,0.64,0.05,0.9,0.07,0.11
Cranz Smelcer,Air Force,P,0,0,0.13,0.01,1.4,0.1,0.11
Nate Lee,Arkansas-Pine Bluff,P,0,0,0.26,0.02,1.2,0.09,0.11
Tanner Crispin,Incarnate Word,P,0,0,-0.01,0,1.5,0.11,0.11
Gage Burdick,Lamar,P,0,0,0.41,0.03,1.1,0.08,0.11
Logan Baisley,FGCU,P,0,0,0.25,0.02,1.3,0.1,0.11
Ryan Kruse,Valparaiso,P,0,0,-0.68,-0.05,2.2,0.16,0.11
Kellen Davis,Old Dominion,P,0,0,-0.09,-0.01,1.6,0.12,0.11
Josh Berzonski,Virginia Tech,P,0,0,-0.05,0,1.6,0.12,0.11
Zack Millsap,Illinois-Chicago,P,0,0,0.19,0.01,1.3,0.1,0.11
Daniel Lopez,Kansas,P,0,0,0.29,0.02,1.2,0.09,0.11
Luke Connors,Le Moyne,P,0,0,0,0,1.5,0.11,0.11
Niall Todd,Georgia State,P,0,0,-0.52,-0.04,2,0.15,0.11
Tyler Johns,Elon,P,0,0,0,0,1.5,0.11,0.11
Brayden Toro,Stetson,P,0,0,0.22,0.02,1.3,0.1,0.11
Tagertt Dillard,Oakland,P,0,0,-0.13,-0.01,1.6,0.12,0.11
Conner Wolf,Western Kentucky,P,0,0,0.2,0.01,1.3,0.1,0.11
Jared Greenzang,Rider,P,0,0,0,0,1.5,0.11,0.11
Lucas Alaniz,Cal State Northridge,P,0,0,0.66,0.05,0.8,0.06,0.11
Luke Schat,Nevada,P,0,0,-0.15,-0.01,1.6,0.12,0.11
Wyatt Foley,Wichita State,P,0,0,-0.07,-0.01,1.6,0.12,0.11
Colton Starling,Western Carolina,P,0,0,0.07,0.01,1.4,0.1,0.11
Fischer Hendershot,Eastern Michigan,P,0,0,-0.49,-0.04,2,0.15,0.11
Shaun Okeeffe,George Mason,P,0,0,0,0,1.5,0.11,0.11
Noah Galvan,Abilene Christian,P,0,0,0.16,0.01,1.3,0.1,0.11
Ethan Blakeney,Norfolk State,P,0,0,0.46,0.03,1.1,0.08,0.11
Eston Simpson,Clemson,P,0,0,0.3,0.02,1.2,0.09,0.11
Josh Barnhouse,New Mexico,P,0,0,-0.34,-0.03,1.8,0.13,0.11
Jake Fields,Long Beach State,P,0,0,-0.83,-0.06,2.3,0.17,0.11
Dylan Causey,Southern Miss,P,0,0,0.18,0.01,1.3,0.1,0.11
Silas Cowgill,Central Arkansas,P,0,0,-0.64,-0.05,2.1,0.15,0.11
Jackson Hulcher,Delaware,P,0,0,0.95,0.07,0.5,0.04,0.11
Drew Brown,Charleston Southern,P,0,0,0.23,0.02,1.2,0.09,0.11
Darius Dampier,Jackson State,P,0,0,0,0,1.5,0.11,0.11
Laif Palmer,Cal Poly,P,0,0,-0.04,0,1.6,0.12,0.11
Tade Riordan,NJIT,P,0,0,0.23,0.02,1.2,0.09,0.11
Will Youngman,Fairfield,P,0,0,-0.34,-0.03,1.9,0.14,0.11
Brock Blanton,Eastern Kentucky,P,0,0,0.36,0.03,1.1,0.08,0.11
Zane Baltz,Alabama State,P,0,0,0.02,0,1.5,0.11,0.11
Simon Aluko,FGCU,P,0,0,0.13,0.01,1.4,0.1,0.11
Eddie Sargent,UMBC,P,0,0,0.23,0.02,1.2,0.09,0.11
Jake Plainte,Brown,P,0,0,0,0,1.5,0.11,0.11
Brady LeJeune-DeAcutis,UMBC,P,0,0,0.63,0.05,0.8,0.06,0.11
Jeff Tiw,Wagner,P,0,0,0,0,1.5,0.11,0.11
Evan Brandt,Arizona,P,0,0,1.03,0.08,0.5,0.04,0.11
Cody Carwile,East Tennessee State,P,0,0,0,0,1.5,0.11,0.11
Joseph Dimino,North Florida,P,0,0,-0.18,-0.01,1.7,0.13,0.11
Trevor Busyn,UT Martin,P,0,0,0.25,0.02,1.2,0.09,0.11
Tommy Skelding,Kentucky,P,0,0,1.32,0.1,0.2,0.01,0.11
Magnus Nelson,San Francisco,P,0,0,0,0,1.5,0.11,0.11
Arturo Ormaza,Toledo,P,0,0,0.03,0,1.4,0.1,0.11
Cole Van Ameyde,Michigan State,3B,-0.04,0,1.47,0.11,0,0,0.11
Riley Williams,Mount St. Mary's,P,0,0,-0.17,-0.01,1.6,0.12,0.11
Kaden Wickersham,Washington State,P,0,0,0.15,0.01,1.4,0.1,0.11
Jakob Foster,Mount St. Mary's,P,0,0,0.21,0.02,1.2,0.09,0.1
Evan Clark,Notre Dame,P,0,0,0,0,1.3,0.1,0.1
Mason Bell,Southern Indiana,P,0,0,0,0,1.3,0.1,0.1
Taylor Seay,Arkansas State,P,0,0,0,0,1.3,0.1,0.1
Jackson Jones,Louisiana Tech,P,0,0,0,0,1.3,0.1,0.1
Michael Catalano,Oklahoma,P,0,0,0.11,0.01,1.2,0.09,0.1
Tommy Lamar,Lehigh,P,0,0,0,0,1.4,0.1,0.1
Owen Thomson,Oakland,P,0,0,0.31,0.02,1.1,0.08,0.1
Erick Diez,Long Beach State,P,0,0,0,0,1.4,0.1,0.1
Case Bosch,Coastal Carolina,P,0,0,1.32,0.1,0,0,0.1
Tyler Kane,Rutgers,P,0,0,0.22,0.02,1.2,0.09,0.1
Mavrick Rizy,LSU,P,0,0,0,0,1.3,0.1,0.1
Aidan Lee,Grand Canyon,P,0,0,0.28,0.02,1.1,0.08,0.1
Danny Lazaro,Virginia Tech,P,0,0,0.14,0.01,1.2,0.09,0.1
Nate Crider,Louisiana Tech,P,0,0,0,0,1.4,0.1,0.1
Charlie Russell,Air Force,P,0,0,0.01,0,1.3,0.1,0.1
Caden Meeler,Central Arkansas,P,0,0,0.66,0.05,0.7,0.05,0.1
Chayse Oxborrow,Charlotte,P,0,0,-2.79,-0.21,4.1,0.3,0.1
Landon Koenig,Ole Miss,P,0,0,0.91,0.07,0.4,0.03,0.1
Brian Panneton,Tarleton State,P,0,0,0,0,1.4,0.1,0.1
Jacob Dienes,Memphis,P,0,0,-0.28,-0.02,1.7,0.13,0.1
Luke Sterner,BYU,P,0,0,-1.63,-0.12,3,0.22,0.1
Nathan O'Donnell,Minnesota,P,0,0,0.05,0,1.3,0.1,0.1
Alex Kanipe,Butler,P,0,0,1.46,0.11,-0.1,-0.01,0.1
Max Johnson,Saint Mary's (CA),P,0,0,0.55,0.04,0.8,0.06,0.1
Alex Alberico,Kent State,P,0,0,-0.08,-0.01,1.4,0.1,0.1
Harris Waghalter,Southeastern Louisiana,P,0,0,0,0,1.3,0.1,0.1
Zion Theophilus,LSU,P,0,0,0.07,0.01,1.3,0.1,0.1
Hunter Holzemer,San Francisco,P,0,0,-0.4,-0.03,1.7,0.13,0.1
Brennan Confreda,Florida International,P,0,0,0,0,1.4,0.1,0.1
Jorhan LaBoy,Alabama State,P,0,0,-0.14,-0.01,1.5,0.11,0.1
Cayden Baker,Baylor,P,0,0,-0.14,-0.01,1.5,0.11,0.1
Jayden White,Georgia Southern,P,0,0,-0.14,-0.01,1.5,0.11,0.1
Matt Reyes,Delaware,P,0,0,0,0,1.4,0.1,0.1
Jason Krakoski,Cal State Fullerton,P,0,0,0,0,1.3,0.1,0.1
Jacob Exum,Virginia Tech,P,0,0,-0.04,0,1.4,0.1,0.1
Kaden Starr,Portland,P,0,0,0,0,1.3,0.1,0.1
Mason Kosowick,Georgia,P,0,0,0,0,1.4,0.1,0.1
Dylan Siesky,Richmond,P,0,0,-0.1,-0.01,1.5,0.11,0.1
Eli Curtis,Memphis,P,0,0,0,0,1.3,0.1,0.1
Trevor Jackson,Saint Louis,P,0,0,-0.03,0,1.4,0.1,0.1
Brady Wilson,Pacific,P,0,0,0,0,1.3,0.1,0.1
Kevin Henrich,North Alabama,P,0,0,0,0,1.4,0.1,0.1
Calvin Gregory,Oregon State,P,0,0,0,0,1.3,0.1,0.1
Jack O'Connor,UCLA,P,0,0,0.11,0.01,1.2,0.09,0.1
Joseph Hauser,Northeastern,P,0,0,0.2,0.01,1.2,0.09,0.1
Kevin Landry Farr,Southern Miss,P,0,0,0,0,1.4,0.1,0.1
Ethan Rowland,Eastern Michigan,P,0,0,0,0,1.4,0.1,0.1
Marc Iozzo,Miami (OH),P,0,0,0,0,1.4,0.1,0.1
Brady Bickett,Charleston Southern,P,0,0,-0.03,0,1.4,0.1,0.1
